Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Label,Noise_1,Noise_2,Noise_3,Noise_4,Noise_5,Corr_1,Corr_2,Corr_3,Nonlinear_Feature,Client_ID
-0.13793264556044393,0.2432282402565653,-1.4674913685305964,-1.707031896257266,-3.3126007024482362,2.613241718191752,7.712470719243049,-2.1814925734402557,0.9380183203876734,-3.4323215791494475,2.963661512740212,,,4.4887466450167075,2.172011830405121,-0.6329934322132643,-5.557089739902768,-1.7609842705880054,-1.1609332166674746,0.3153139366953054,0,-0.5511857163285334,-1.210160502980885,0.4203098174852043,0.9328287040921978,1.0688892755441985,-0.6771918161802551,0.6507109692969658,-2.211585294477075,-3.5557736380563196,Client_1
0.9168304534976958,0.007627441004910862,-1.1868974019496097,1.137015894724194,4.40032070959293,-0.04790388771310883,-5.1376159307902896,-2.4192340231647163,-3.381881400822712,-0.00783744516975704,2.720081039159019,4.778146697973564,2.2453806075692224,,-6.389391335897983,-0.9470955485369663,3.103641972961754,-4.395650392765663,0.41437634841571225,-0.4776897728592391,0,-1.3192471945987674,-1.039220163990766,1.4198444873730531,-0.8121571305340674,-0.4644686327775655,0.18119477100139414,-0.6896426793807495,-2.5435670639021977,-0.8842218632869308,Client_1
,0.7397269991940599,-1.9082629180943136,2.7852526635847115,-2.1994892370945287,0.8751913272231211,4.107434059806531,-1.5410156049127632,-3.8127987751958035,,0.5316200172008747,2.484298998289434,0.31037620746717287,1.1170793437779722,0.8694669770190411,,-5.842742439281703,-2.16001178897618,-3.21495873817942,,2,1.0305805856240573,0.48279012406031796,0.3821171705925179,-1.3383306268204636,-0.46491307555602296,2.3080488451585603,-1.2053162458748061,-1.372508822374585,-2.584858894610693,Client_1
2.4855112066242944,4.499627807183381,-0.05894182082954702,4.154513101203445,-0.9128025079470948,-1.3071982262470587,3.558497136016219,-3.606808961132594,-2.968971632671369,-2.973766832418467,3.1561305763622305,-3.8203971994491357,-0.32789754178188746,1.5620657507781328,3.006545769205608,1.459397935037372,-11.028462699937275,-0.8653043208552126,-1.6788598327377544,,0,-0.6716233679380516,1.500274609000988,-0.7449787674850553,-0.5327010875549777,1.7924508231385923,1.2194024655308324,-1.760578559916323,-1.9343418553986873,-0.7615989027656693,Client_1
-0.9944681388790384,0.03824048371817246,-2.236930823219522,3.4682480763772765,-2.504259839649669,0.6857083115737956,3.31755034746903,-0.8874355653344714,-3.923891957871975,0.17830428500936613,-1.1717713793334052,1.4602005585328652,2.2934498715796656,-0.36745199968591447,1.7252224095698168,-0.07984820629287714,-5.291287656477025,-1.4367724952902003,-1.7937548655456739,0.9935784118950346,1,0.6060099513456396,-2.085792438905004,-0.7064755007657966,1.3910424750559454,-1.7313068096727535,-1.619818873900045,-1.2706052362342999,-0.9995233889866482,-2.257943848195459,Client_1
2.068131298058203,1.7699410392579091,-5.555316482726808,4.358136696441626,0.28290569330809867,-4.622838613460557,-12.889900901132096,-6.2482621379822625,-2.478341038453318,5.438200984942529,-1.567774097114032,1.766724229316771,2.849291787666368,-1.0591058141761485,,-0.47086133526591,3.924171513670158,0.14400095672928082,-5.073668646993376,-2.9381400238223514,0,1.8861859012105302,-1.0299722747769358,0.5629106602850852,-0.21297865655021128,0.10062211083544212,0.36767606578029255,-1.965695230692495,-5.667669739418544,25.83481199283003,Client_1
0.03260253184218931,1.7513211806011328,-0.43296598662429986,-0.025618869270550126,-1.2021107390373968,-3.0012688300276147,4.280014977860285,2.114415942833878,-2.2500687991591333,-3.0778844493892845,-1.8582953648808584,,0.4338795532755355,3.4454231229601273,4.000972460280782,0.390564038249221,-1.4269105891888458,1.101317826839207,-0.13928962828002556,4.727048261826024,1,-0.8560838259088672,1.540323979819886,-0.3700224658372443,-1.47314587664653,0.49979267547899797,-0.44039648955026134,0.08504586804360269,2.6875603979348854,0.3254175819462459,Client_1
1.8279800895821485,3.291087777494842,-0.4261723670089076,2.2815488966124207,-0.044072674409782686,1.8494722898871974,-0.7513253476337527,0.9893618459992446,-3.2576908800144038,,3.70264953396457,-0.6378935275865169,-0.25792792186615465,,-0.2743666094431314,-0.12911108180848455,-8.903158512925224,3.039673285774585,1.9840566918794722,1.6495322353175923,0,0.6833289928110694,-0.4213568077704419,1.5262159587962787,-1.4552889759012155,-0.5100381745143354,0.6369297563270064,-1.0029086109387428,2.1784129398577354,-1.0555117620400034,Client_1
-0.4530289619316108,2.0561464604164534,-8.264081114156637,0.13121728891030482,-1.437964247105249,-4.386796269383565,-6.339588688441557,1.009676575428332,1.3827445798015987,-3.999438828103302,-0.9247885279282597,4.9400605660635595,4.9345904155302005,3.959818447421731,-1.9108974721870817,-0.9008021686107108,-0.16408000750479915,-7.369270356336551,-1.408642780215688,-6.617650515697903,0,-0.9175028210142636,0.4000000056135664,0.6039170414833746,-1.0425831535338261,-0.9467840637461963,-1.142456767041017,-0.08970622418228882,1.7047511424554678,35.30499784597561,Client_1
1.8138841204637768,4.439334108544609,-1.8249208327692314,1.0508310111488888,-0.9726709144612901,1.4722573403153718,-3.7806755961198117,-1.1951378107827229,-10.188981611414857,1.4325107065429283,0.7561504341078291,0.37604240589935567,0.18783775081406762,3.7442371714884084,1.242510008762939,,-2.242381386288684,1.9920296515915168,0.19976171132244125,0.8829523001738626,0,-0.18289644110484016,,-1.8559332871884366,0.47334118338514336,0.4047475053155036,0.7225249530168215,-0.5450938709960488,0.45321181549567524,-3.363241179394258,Client_1
